user_id,event_name,event_time
4,signup,2024-01-17 00:00:00
4,created_project,2024-01-30 06:37:00
4,used_dashboard,2024-01-22 02:16:00
4,used_dashboard,2024-01-23 02:34:00
4,created_report,2024-02-04 07:15:00
4,invited_team_member,2024-01-19 03:58:00
4,used_dashboard,2024-02-13 16:16:00
4,created_report,2024-01-29 11:16:00
4,created_project,2024-02-26 10:33:00
4,created_project,2024-02-27 04:44:00
4,used_dashboard,2024-02-20 18:25:00
4,used_dashboard,2024-02-18 08:12:00
4,created_project,2024-03-01 08:22:00
4,created_project,2024-04-02 06:20:00
4,used_dashboard,2024-03-31 18:56:00
4,created_project,2024-04-06 16:29:00
4,created_report,2024-03-19 21:15:00
4,used_dashboard,2024-03-29 13:58:00
4,created_report,2024-04-23 21:13:00
4,invited_team_member,2024-05-03 22:51:00
4,created_report,2024-05-08 23:34:00
4,created_project,2024-04-24 02:29:00
4,created_report,2024-04-20 10:43:00
4,created_project,2024-04-17 22:07:00
5,signup,2024-09-15 00:00:00
5,created_report,2024-10-03 03:49:00
5,invited_team_member,2024-11-07 13:08:00
5,used_dashboard,2024-10-28 19:19:00
5,created_report,2024-11-27 22:10:00
5,created_report,2024-11-26 21:59:00
5,created_project,2024-11-18 13:33:00
5,exported_data,2024-12-10 03:31:00
5,exported_data,2024-12-28 06:27:00
5,created_project,2025-01-06 19:56:00
5,exported_data,2024-12-16 00:08:00
5,created_report,2025-02-08 15:52:00
5,used_dashboard,2025-02-06 01:43:00
5,invited_team_member,2025-02-01 10:54:00
5,created_report,2025-02-03 04:53:00
5,used_dashboard,2025-01-30 21:29:00
5,used_dashboard,2025-01-17 03:49:00
5,exported_data,2025-02-23 20:04:00
5,created_report,2025-03-04 08:57:00
5,used_dashboard,2025-03-09 12:10:00
6,signup,2024-11-28 00:00:00
6,invited_team_member,2024-12-21 08:26:00
6,created_report,2024-12-02 01:06:00
6,created_project,2024-12-11 13:13:00
6,created_report,2024-12-05 19:13:00
6,exported_data,2024-12-09 01:33:00
6,used_dashboard,2024-12-04 23:08:00
6,created_project,2025-01-07 07:43:00
6,created_project,2025-01-05 00:15:00
6,used_dashboard,2025-01-12 10:20:00
6,exported_data,2025-01-16 16:53:00
6,used_dashboard,2025-01-18 08:57:00
6,used_dashboard,2025-01-01 09:33:00
6,used_dashboard,2025-01-21 11:03:00
6,created_project,2025-01-08 00:48:00
6,exported_data,2025-01-16 06:47:00
6,exported_data,2025-01-02 16:03:00
6,invited_team_member,2025-01-17 18:38:00
6,invited_team_member,2024-12-28 04:16:00
6,used_dashboard,2025-02-05 06:05:00
6,used_dashboard,2025-02-15 00:29:00
6,created_project,2025-02-17 17:11:00
6,used_dashboard,2025-02-06 22:44:00
6,used_dashboard,2025-01-31 15:30:00
6,created_report,2025-02-03 15:27:00
6,used_dashboard,2025-02-04 14:25:00
6,used_dashboard,2025-01-31 14:22:00
6,created_project,2025-02-03 10:20:00
6,used_dashboard,2025-03-01 09:29:00
6,exported_data,2025-03-03 12:26:00
6,created_project,2025-03-08 21:15:00
6,created_report,2025-03-23 18:47:00
6,exported_data,2025-03-17 08:11:00
6,created_project,2025-02-27 04:04:00
6,used_dashboard,2025-03-18 03:13:00
6,exported_data,2025-03-24 07:40:00
6,used_dashboard,2025-02-27 13:10:00
7,signup,2024-10-28 00:00:00
7,created_report,2024-11-20 17:39:00
7,created_report,2024-12-07 16:11:00
7,exported_data,2025-01-21 14:30:00
7,used_dashboard,2025-01-18 18:04:00
7,invited_team_member,2025-02-14 19:55:00
7,used_dashboard,2025-03-11 03:44:00
7,created_report,2025-03-01 14:22:00
7,created_report,2025-03-15 22:50:00
8,signup,2024-03-22 00:00:00
8,used_dashboard,2024-04-12 02:18:00
8,invited_team_member,2024-03-24 23:05:00
8,created_project,2024-04-12 05:11:00
8,used_dashboard,2024-05-13 12:54:00
8,created_report,2024-05-12 10:38:00
8,used_dashboard,2024-04-21 22:17:00
8,invited_team_member,2024-04-27 12:16:00
8,exported_data,2024-06-02 08:18:00
8,used_dashboard,2024-06-16 05:47:00
8,created_report,2024-06-15 13:37:00
8,used_dashboard,2024-06-24 05:44:00
8,created_report,2024-07-12 00:40:00
8,used_dashboard,2024-07-10 04:10:00
8,exported_data,2024-07-04 12:45:00
8,created_project,2024-06-30 05:29:00
8,created_project,2024-07-17 20:32:00
8,exported_data,2024-07-04 17:20:00
8,created_report,2024-06-23 01:38:00
9,signup,2024-04-20 00:00:00
9,used_dashboard,2024-05-14 11:13:00
9,used_dashboard,2024-04-21 18:02:00
9,exported_data,2024-05-11 13:13:00
9,created_report,2024-04-24 10:32:00
9,created_report,2024-05-03 20:30:00
9,exported_data,2024-04-30 09:25:00
9,created_project,2024-05-03 03:30:00
9,used_dashboard,2024-05-11 09:29:00
9,created_report,2024-05-27 09:17:00
9,invited_team_member,2024-06-09 06:14:00
9,used_dashboard,2024-05-29 12:22:00
9,created_report,2024-06-13 21:26:00
9,invited_team_member,2024-06-05 09:52:00
9,created_report,2024-05-30 09:47:00
9,created_project,2024-06-25 10:07:00
9,created_project,2024-07-04 06:20:00
9,exported_data,2024-07-13 02:52:00
9,exported_data,2024-06-30 03:50:00
9,created_report,2024-07-04 12:36:00
9,created_report,2024-06-30 22:52:00
9,created_project,2024-07-07 13:20:00
9,invited_team_member,2024-06-19 01:50:00
9,exported_data,2024-07-13 07:45:00
9,used_dashboard,2024-07-12 10:09:00
10,signup,2024-02-19 00:00:00
10,created_project,2024-03-02 23:17:00
10,created_project,2024-03-10 04:05:00
10,used_dashboard,2024-02-24 05:56:00
10,used_dashboard,2024-02-21 23:16:00
10,used_dashboard,2024-03-05 18:40:00
10,created_project,2024-03-13 06:29:00
10,created_report,2024-02-26 15:25:00
10,created_project,2024-02-27 02:18:00
10,used_dashboard,2024-03-03 09:13:00
10,used_dashboard,2024-04-08 15:02:00
10,created_project,2024-03-27 15:09:00
10,used_dashboard,2024-04-06 04:07:00
10,used_dashboard,2024-04-13 06:23:00
10,created_report,2024-03-24 09:57:00
10,exported_data,2024-03-26 19:09:00
10,used_dashboard,2024-04-09 11:02:00
10,used_dashboard,2024-04-10 21:59:00
10,used_dashboard,2024-04-01 04:35:00
10,used_dashboard,2024-04-03 13:43:00
10,created_report,2024-04-07 10:12:00
10,created_report,2024-04-06 14:34:00
10,exported_data,2024-05-10 21:18:00
10,created_report,2024-05-01 14:43:00
10,created_report,2024-04-20 14:32:00
10,used_dashboard,2024-04-28 12:27:00
10,exported_data,2024-05-01 19:19:00
10,created_report,2024-04-26 13:59:00
10,created_report,2024-04-19 21:36:00
10,created_report,2024-04-25 16:26:00
11,signup,2024-05-15 00:00:00
11,used_dashboard,2024-06-05 23:22:00
11,exported_data,2024-05-15 16:20:00
11,used_dashboard,2024-05-20 10:50:00
11,created_report,2024-05-20 18:30:00
11,invited_team_member,2024-05-27 12:36:00
11,created_report,2024-05-19 06:51:00
11,exported_data,2024-05-19 10:28:00
11,created_report,2024-05-20 15:15:00
11,created_report,2024-06-23 22:52:00
11,exported_data,2024-07-01 22:38:00
11,created_report,2024-06-29 01:46:00
11,created_report,2024-06-28 05:12:00
11,created_report,2024-07-05 07:16:00
11,created_report,2024-06-27 13:25:00
11,used_dashboard,2024-06-25 03:59:00
11,exported_data,2024-07-03 23:47:00
11,created_project,2024-07-01 01:24:00
11,exported_data,2024-06-26 05:32:00
11,invited_team_member,2024-06-26 23:47:00
11,created_project,2024-07-30 15:39:00
11,exported_data,2024-07-22 08:38:00
11,exported_data,2024-07-22 00:48:00
11,used_dashboard,2024-08-08 20:43:00
11,exported_data,2024-07-25 02:33:00
11,exported_data,2024-08-02 22:20:00
11,created_project,2024-07-16 07:42:00
11,used_dashboard,2024-07-15 17:34:00
11,used_dashboard,2024-08-03 07:55:00
11,used_dashboard,2024-07-21 17:01:00
11,used_dashboard,2024-08-01 23:12:00
11,used_dashboard,2024-07-27 18:04:00
11,invited_team_member,2024-09-02 06:31:00
11,exported_data,2024-09-01 07:40:00
11,exported_data,2024-08-30 00:05:00
11,created_report,2024-08-18 05:59:00
11,invited_team_member,2024-08-15 12:13:00
11,used_dashboard,2024-09-06 11:11:00
11,used_dashboard,2024-09-02 04:15:00
11,created_report,2024-08-24 04:13:00
11,used_dashboard,2024-08-19 07:52:00
11,invited_team_member,2024-09-02 21:13:00
11,created_report,2024-08-22 00:37:00
11,created_project,2024-09-14 05:31:00
11,used_dashboard,2024-09-19 03:35:00
11,created_report,2024-09-25 15:11:00
11,used_dashboard,2024-09-15 05:39:00
11,used_dashboard,2024-09-12 07:06:00
11,created_report,2024-09-26 15:40:00
11,used_dashboard,2024-09-30 22:44:00
11,used_dashboard,2024-10-04 00:44:00
11,used_dashboard,2024-09-30 20:48:00
11,created_report,2024-09-26 12:55:00
11,used_dashboard,2024-10-18 05:18:00
11,invited_team_member,2024-10-28 07:16:00
11,exported_data,2024-11-06 16:58:00
11,created_report,2024-10-15 11:58:00
11,used_dashboard,2024-10-21 23:31:00
11,used_dashboard,2024-10-31 03:07:00
11,created_project,2024-11-01 01:57:00
11,created_report,2024-10-29 14:00:00
11,used_dashboard,2024-10-16 17:11:00
11,exported_data,2024-11-08 08:03:00
12,signup,2024-03-04 00:00:00
12,created_report,2024-03-25 23:46:00
12,created_project,2024-03-31 17:59:00
12,created_report,2024-03-13 20:45:00
12,created_project,2024-03-07 05:53:00
12,used_dashboard,2024-04-06 12:42:00
12,created_report,2024-04-03 11:55:00
12,created_report,2024-04-25 06:11:00
12,used_dashboard,2024-04-05 17:14:00
12,used_dashboard,2024-04-26 11:11:00
13,signup,2024-11-17 00:00:00
13,created_project,2024-11-28 04:41:00
13,exported_data,2024-11-22 02:14:00
13,used_dashboard,2024-11-30 14:36:00
13,used_dashboard,2024-11-26 05:33:00
13,exported_data,2024-12-10 06:10:00
13,exported_data,2024-12-02 21:01:00
13,used_dashboard,2024-12-11 02:25:00
13,created_project,2024-12-20 03:51:00
13,created_project,2024-12-31 23:34:00
13,created_project,2024-12-21 19:00:00
13,used_dashboard,2024-12-20 10:12:00
13,created_project,2025-01-13 08:48:00
13,used_dashboard,2024-12-31 07:49:00
13,used_dashboard,2024-12-22 01:39:00
13,created_report,2024-12-19 15:43:00
13,invited_team_member,2024-12-27 06:41:00
13,invited_team_member,2024-12-26 21:00:00
13,created_project,2025-01-22 02:38:00
13,created_project,2025-02-09 02:03:00
13,created_report,2025-01-16 14:20:00
13,invited_team_member,2025-01-16 16:16:00
13,created_project,2025-01-21 17:18:00
13,created_project,2025-01-31 14:03:00
13,used_dashboard,2025-01-31 16:16:00
13,created_project,2025-02-04 15:03:00
13,created_report,2025-03-04 20:46:00
13,used_dashboard,2025-02-15 20:28:00
13,created_project,2025-03-08 09:53:00
13,used_dashboard,2025-03-03 07:20:00
13,used_dashboard,2025-03-17 02:31:00
13,exported_data,2025-03-31 05:29:00
13,created_report,2025-03-31 07:59:00
13,created_report,2025-04-03 05:36:00
13,used_dashboard,2025-04-13 22:35:00
13,exported_data,2025-03-21 00:23:00
13,used_dashboard,2025-04-10 05:04:00
13,invited_team_member,2025-03-25 00:27:00
14,signup,2024-10-22 00:00:00
14,invited_team_member,2024-11-08 00:04:00
14,exported_data,2024-11-10 01:23:00
14,used_dashboard,2024-11-30 01:25:00
14,used_dashboard,2024-12-23 21:30:00
14,created_report,2025-01-16 08:54:00
14,exported_data,2025-01-15 02:46:00
14,used_dashboard,2024-12-22 21:25:00
15,signup,2024-12-04 00:00:00
15,created_project,2024-12-29 14:36:00
15,created_project,2024-12-20 17:25:00
15,exported_data,2024-12-24 21:05:00
15,used_dashboard,2024-12-29 08:53:00
15,used_dashboard,2024-12-27 21:38:00
15,used_dashboard,2025-01-23 09:34:00
15,created_report,2025-01-10 17:42:00
15,created_project,2025-01-21 01:58:00
15,used_dashboard,2025-01-27 08:52:00
15,exported_data,2025-01-25 13:31:00
15,invited_team_member,2025-02-14 14:28:00
15,created_project,2025-02-04 18:55:00
15,used_dashboard,2025-03-12 18:25:00
15,created_report,2025-03-07 15:02:00
15,created_project,2025-03-29 03:28:00
16,signup,2024-04-29 00:00:00
16,used_dashboard,2024-05-01 15:55:00
16,exported_data,2024-05-23 01:08:00
16,exported_data,2024-05-20 06:35:00
16,used_dashboard,2024-05-21 11:14:00
16,used_dashboard,2024-05-15 05:28:00
16,created_project,2024-05-03 10:55:00
16,used_dashboard,2024-05-03 01:39:00
16,exported_data,2024-05-19 18:41:00
16,created_report,2024-05-16 08:33:00
16,created_project,2024-05-14 07:23:00
16,created_report,2024-06-13 05:29:00
16,exported_data,2024-06-17 19:56:00
16,exported_data,2024-06-04 20:46:00
16,used_dashboard,2024-06-13 21:40:00
16,used_dashboard,2024-06-20 08:01:00
16,exported_data,2024-06-17 07:36:00
16,created_project,2024-06-19 13:12:00
16,created_report,2024-06-23 16:19:00
16,created_report,2024-06-07 17:18:00
16,used_dashboard,2024-06-19 14:15:00
16,created_report,2024-06-05 10:46:00
16,created_report,2024-07-23 21:22:00
16,used_dashboard,2024-07-05 19:04:00
16,created_project,2024-07-15 13:42:00
16,created_project,2024-07-03 04:30:00
16,used_dashboard,2024-07-25 07:53:00
16,used_dashboard,2024-07-07 00:24:00
16,created_report,2024-06-29 03:26:00
16,created_project,2024-07-05 08:49:00
16,used_dashboard,2024-08-05 22:56:00
16,used_dashboard,2024-08-08 12:44:00
16,used_dashboard,2024-08-19 10:11:00
16,exported_data,2024-08-10 06:25:00
16,used_dashboard,2024-08-24 16:35:00
16,created_project,2024-08-03 06:23:00
16,created_project,2024-08-06 08:17:00
16,created_project,2024-08-22 22:07:00
16,created_report,2024-08-17 09:13:00
16,used_dashboard,2024-09-05 04:05:00
16,used_dashboard,2024-09-10 10:16:00
16,exported_data,2024-09-04 09:36:00
16,used_dashboard,2024-09-16 09:10:00
16,created_report,2024-08-29 20:35:00
16,created_project,2024-09-05 05:54:00
16,created_report,2024-09-05 12:15:00
17,signup,2024-11-21 00:00:00
17,used_dashboard,2024-12-02 02:10:00
17,created_report,2024-11-24 13:17:00
17,created_report,2024-12-11 19:11:00
17,exported_data,2024-12-12 12:18:00
17,used_dashboard,2024-12-10 16:28:00
17,used_dashboard,2025-01-04 23:13:00
17,used_dashboard,2025-01-10 19:39:00
17,created_project,2025-01-05 11:48:00
17,created_report,2025-01-15 03:23:00
17,used_dashboard,2024-12-21 01:29:00
17,used_dashboard,2024-12-24 08:23:00
17,exported_data,2025-01-10 02:51:00
17,created_project,2025-01-17 08:30:00
17,exported_data,2024-12-26 21:57:00
17,used_dashboard,2025-01-30 14:52:00
17,exported_data,2025-01-25 08:20:00
17,created_report,2025-01-22 00:46:00
17,created_project,2025-01-24 08:25:00
17,exported_data,2025-01-27 23:30:00
17,created_project,2025-02-10 12:10:00
17,used_dashboard,2025-02-12 01:52:00
17,created_report,2025-01-28 20:26:00
17,used_dashboard,2025-02-02 23:47:00
17,created_report,2025-01-23 23:01:00
17,created_project,2025-03-18 19:40:00
17,created_project,2025-03-14 14:58:00
17,used_dashboard,2025-02-22 04:51:00
17,exported_data,2025-02-21 16:58:00
17,created_project,2025-03-13 20:02:00
17,created_project,2025-02-19 13:04:00
17,invited_team_member,2025-02-27 14:05:00
17,used_dashboard,2025-03-21 03:06:00
17,exported_data,2025-03-31 00:08:00
17,created_report,2025-03-27 02:26:00
17,used_dashboard,2025-03-29 01:11:00
17,exported_data,2025-04-05 05:35:00
17,exported_data,2025-04-09 17:26:00
17,invited_team_member,2025-04-17 16:14:00
17,created_report,2025-03-24 05:03:00
17,created_project,2025-03-23 08:47:00
17,created_report,2025-04-07 09:09:00
17,created_project,2025-05-17 14:39:00
17,created_project,2025-05-02 19:38:00
17,invited_team_member,2025-05-14 14:32:00
17,exported_data,2025-04-25 01:59:00
17,used_dashboard,2025-04-22 09:05:00
17,used_dashboard,2025-04-28 04:16:00
17,created_project,2025-05-10 15:14:00
17,invited_team_member,2025-04-25 07:45:00
18,signup,2024-04-17 00:00:00
18,exported_data,2024-04-19 22:22:00
18,created_report,2024-04-22 16:45:00
18,exported_data,2024-05-27 23:38:00
18,created_report,2024-06-05 08:29:00
18,exported_data,2024-06-07 15:44:00
18,created_project,2024-06-10 15:44:00
18,created_report,2024-07-02 05:37:00
18,used_dashboard,2024-06-26 10:31:00
18,created_project,2024-07-01 21:52:00
18,created_report,2024-07-03 06:24:00
18,created_project,2024-06-16 15:19:00
18,created_report,2024-06-19 01:23:00
18,created_report,2024-08-04 08:46:00
18,created_report,2024-07-19 10:00:00
18,created_report,2024-08-11 07:36:00
18,used_dashboard,2024-08-22 10:51:00
18,created_project,2024-08-15 04:33:00
18,used_dashboard,2024-09-01 20:26:00
18,created_report,2024-08-27 13:45:00
18,used_dashboard,2024-09-03 13:13:00
18,created_project,2024-09-05 14:58:00
18,exported_data,2024-09-14 15:20:00
19,signup,2024-11-07 00:00:00
19,invited_team_member,2024-11-09 01:05:00
19,created_project,2024-11-11 12:10:00
19,created_report,2024-11-19 09:53:00
19,created_report,2024-11-10 16:01:00
19,exported_data,2024-11-11 08:22:00
19,created_report,2024-11-08 16:22:00
19,exported_data,2024-11-26 20:14:00
19,used_dashboard,2024-11-18 07:21:00
19,used_dashboard,2024-12-15 20:15:00
19,created_project,2024-12-21 23:37:00
19,used_dashboard,2025-01-02 14:46:00
19,exported_data,2024-12-28 11:49:00
19,created_report,2024-12-21 07:31:00
19,exported_data,2024-12-15 17:51:00
20,signup,2024-03-24 00:00:00
20,created_report,2024-04-16 04:21:00
20,used_dashboard,2024-03-29 10:52:00
20,created_report,2024-04-19 09:26:00
20,created_project,2024-04-11 20:03:00
20,used_dashboard,2024-04-08 10:49:00
20,used_dashboard,2024-03-29 15:37:00
20,created_report,2024-03-29 19:17:00
20,created_project,2024-04-17 13:20:00
20,exported_data,2024-03-30 19:25:00
20,created_project,2024-04-14 18:59:00
20,created_project,2024-04-24 04:03:00
20,invited_team_member,2024-05-14 16:21:00
20,used_dashboard,2024-05-07 00:03:00
20,created_project,2024-05-17 02:21:00
20,created_project,2024-04-25 04:18:00
20,used_dashboard,2024-05-11 23:20:00
20,created_project,2024-05-03 07:53:00
20,created_report,2024-05-03 02:45:00
20,exported_data,2024-05-14 19:55:00
20,created_project,2024-05-15 07:21:00
20,used_dashboard,2024-05-02 13:04:00
20,used_dashboard,2024-06-15 13:47:00
20,used_dashboard,2024-05-31 01:32:00
20,used_dashboard,2024-05-23 12:50:00
20,used_dashboard,2024-05-31 13:04:00
20,used_dashboard,2024-06-11 15:33:00
20,created_project,2024-06-06 04:33:00
20,used_dashboard,2024-06-04 11:38:00
20,exported_data,2024-06-28 21:13:00
20,created_report,2024-06-23 09:06:00
20,created_report,2024-07-11 02:30:00
20,used_dashboard,2024-07-17 12:03:00
20,exported_data,2024-06-28 23:51:00
20,created_report,2024-06-23 16:52:00
20,created_project,2024-07-01 02:33:00
20,created_report,2024-06-29 13:41:00
20,invited_team_member,2024-07-05 01:42:00
20,used_dashboard,2024-06-22 20:38:00
21,signup,2024-04-22 00:00:00
21,used_dashboard,2024-05-07 17:34:00
21,used_dashboard,2024-04-27 21:58:00
21,used_dashboard,2024-05-10 07:59:00
21,created_project,2024-05-15 23:59:00
21,created_project,2024-06-05 14:29:00
21,used_dashboard,2024-06-04 10:48:00
21,exported_data,2024-06-03 09:22:00
21,used_dashboard,2024-06-01 19:56:00
21,used_dashboard,2024-05-30 16:07:00
21,created_report,2024-06-16 22:16:00
21,used_dashboard,2024-07-15 23:46:00
21,used_dashboard,2024-06-22 04:24:00
22,signup,2024-04-27 00:00:00
22,used_dashboard,2024-05-07 11:13:00
22,used_dashboard,2024-04-28 17:39:00
22,created_report,2024-05-01 06:44:00
22,used_dashboard,2024-05-17 02:13:00
22,created_project,2024-05-20 02:19:00
22,exported_data,2024-05-13 10:21:00
22,created_report,2024-04-27 14:01:00
22,used_dashboard,2024-06-04 00:27:00
22,used_dashboard,2024-06-21 13:00:00
22,created_project,2024-06-05 22:06:00
22,used_dashboard,2024-05-30 23:52:00
22,used_dashboard,2024-06-22 16:30:00
22,created_project,2024-05-30 13:18:00
22,created_project,2024-06-03 23:16:00
22,created_report,2024-07-10 22:56:00
22,invited_team_member,2024-07-14 14:15:00
22,used_dashboard,2024-07-14 09:03:00
22,created_project,2024-07-06 15:58:00
22,used_dashboard,2024-07-01 21:02:00
22,used_dashboard,2024-07-19 11:32:00
22,created_report,2024-07-10 14:49:00
22,used_dashboard,2024-07-07 17:11:00
22,created_project,2024-07-12 17:38:00
22,exported_data,2024-07-14 21:56:00
22,invited_team_member,2024-08-13 09:53:00
22,created_report,2024-07-28 12:43:00
22,created_report,2024-08-14 18:04:00
22,created_report,2024-08-17 18:17:00
22,used_dashboard,2024-08-21 12:42:00
22,exported_data,2024-08-04 13:16:00
22,created_report,2024-07-30 07:52:00
22,created_report,2024-07-26 08:04:00
22,exported_data,2024-07-31 09:55:00
22,used_dashboard,2024-09-21 23:33:00
22,created_project,2024-09-11 11:21:00
22,used_dashboard,2024-08-25 02:32:00
22,created_report,2024-09-18 15:38:00
22,created_report,2024-09-18 01:07:00
22,exported_data,2024-09-03 12:28:00
22,exported_data,2024-09-17 19:43:00
22,created_report,2024-10-07 15:09:00
22,created_report,2024-10-04 01:47:00
22,used_dashboard,2024-10-10 22:01:00
22,used_dashboard,2024-10-16 09:42:00
22,used_dashboard,2024-10-09 22:02:00
22,invited_team_member,2024-10-09 07:17:00
22,created_report,2024-10-07 01:43:00
22,used_dashboard,2024-10-07 03:14:00
22,created_report,2024-09-24 23:31:00
23,signup,2024-05-17 00:00:00
23,created_report,2024-06-11 21:47:00
23,used_dashboard,2024-05-25 11:30:00
23,used_dashboard,2024-05-22 15:22:00
23,used_dashboard,2024-05-22 22:32:00
23,created_report,2024-06-07 06:55:00
23,used_dashboard,2024-06-03 12:31:00
23,created_report,2024-06-02 10:58:00
23,used_dashboard,2024-05-28 21:03:00
23,created_project,2024-05-29 16:59:00
23,created_project,2024-05-28 11:47:00
23,created_project,2024-06-08 10:23:00
23,invited_team_member,2024-07-07 13:05:00
23,exported_data,2024-06-29 17:37:00
23,exported_data,2024-06-17 18:15:00
23,created_project,2024-07-09 07:24:00
23,used_dashboard,2024-07-06 00:21:00
23,created_project,2024-06-27 10:07:00
23,created_report,2024-06-19 02:14:00
23,used_dashboard,2024-06-26 13:12:00
23,used_dashboard,2024-06-24 11:59:00
23,used_dashboard,2024-06-20 11:25:00
23,created_report,2024-06-18 18:08:00
23,used_dashboard,2024-06-20 20:45:00
23,created_project,2024-07-04 14:54:00
23,created_report,2024-07-25 17:53:00
23,created_report,2024-07-28 18:31:00
23,created_project,2024-08-01 15:36:00
23,created_report,2024-08-01 20:38:00
23,exported_data,2024-08-08 06:05:00
23,created_report,2024-07-23 01:22:00
23,used_dashboard,2024-08-05 01:16:00
23,created_report,2024-07-28 18:56:00
23,invited_team_member,2024-07-21 05:48:00
23,used_dashboard,2024-08-03 23:05:00
23,created_project,2024-08-19 07:00:00
23,exported_data,2024-08-19 15:18:00
23,created_project,2024-09-06 00:07:00
23,created_project,2024-08-21 03:48:00
23,created_report,2024-09-02 16:55:00
23,created_project,2024-08-29 21:41:00
23,used_dashboard,2024-08-31 11:42:00
23,used_dashboard,2024-09-09 12:00:00
23,created_project,2024-08-19 05:12:00
23,used_dashboard,2024-08-21 11:26:00
23,created_project,2024-10-04 23:22:00
23,created_project,2024-09-25 12:39:00
23,created_report,2024-09-19 19:33:00
23,used_dashboard,2024-09-16 00:51:00
23,used_dashboard,2024-09-14 22:02:00
23,used_dashboard,2024-10-07 05:30:00
23,used_dashboard,2024-09-20 04:19:00
23,created_report,2024-09-19 22:28:00
23,used_dashboard,2024-10-06 12:13:00
23,created_report,2024-09-24 04:43:00
23,created_report,2024-11-08 10:53:00
23,created_project,2024-10-17 17:32:00
23,created_report,2024-10-18 00:15:00
23,invited_team_member,2024-10-31 00:43:00
23,invited_team_member,2024-11-10 21:45:00
23,created_report,2024-10-24 16:42:00
23,exported_data,2024-10-18 21:04:00
23,created_project,2024-10-20 20:42:00
24,signup,2024-06-10 00:00:00
24,created_report,2024-06-13 20:59:00
24,used_dashboard,2024-07-04 02:29:00
24,created_project,2024-06-29 00:51:00
24,exported_data,2024-06-30 12:27:00
24,created_project,2024-06-17 12:41:00
24,created_report,2024-06-29 09:30:00
24,used_dashboard,2024-06-12 20:15:00
24,used_dashboard,2024-07-07 10:37:00
24,created_project,2024-06-20 00:12:00
24,used_dashboard,2024-07-31 15:39:00
24,used_dashboard,2024-07-15 21:42:00
24,created_report,2024-07-10 07:31:00
24,created_project,2024-07-21 20:44:00
24,used_dashboard,2024-08-02 03:42:00
24,used_dashboard,2024-08-01 08:47:00
24,used_dashboard,2024-08-06 22:28:00
24,exported_data,2024-07-20 13:28:00
24,invited_team_member,2024-07-28 20:21:00
25,signup,2024-11-25 00:00:00
25,invited_team_member,2024-12-21 23:15:00
25,used_dashboard,2024-12-07 16:29:00
