user_id,signup_date,country,acquisition_channel,company_size,engagement_score,invited_team
48,2024-10-10,Togo,Referral,SMB,20,False
49,2024-02-06,Guinea,Organic Search,SMB,24,False
50,2024-06-18,Seychelles,Organic Search,SMB,55,True
51,2024-12-08,Iraq,Social Media,SMB,36,True
52,2024-10-19,Australia,Paid Ads,SMB,80,False
53,2024-07-27,Poland,Referral,SMB,75,True
54,2024-06-30,Ireland,Social Media,SMB,26,True
55,2024-12-10,Liechtenstein,Organic Search,SMB,63,True
56,2024-02-25,Angola,Referral,SMB,88,True
57,2024-08-17,Guam,Referral,SMB,55,True
58,2024-08-24,Kiribati,Referral,Mid Market,29,False
59,2024-08-14,Panama,Paid Ads,SMB,89,True
60,2024-01-08,Ecuador,Organic Search,Enterprise,50,True
61,2024-03-26,South Georgia and the South Sandwich Islands,Social Media,SMB,47,True
62,2024-07-24,Korea,Organic Search,SMB,20,True
63,2024-07-18,Iran,Partner,Enterprise,78,True
64,2024-05-26,Belize,Social Media,Mid Market,91,True
65,2024-12-04,Grenada,Social Media,SMB,57,True
66,2024-04-21,Papua New Guinea,Organic Search,SMB,89,True
67,2024-02-01,Gambia,Partner,SMB,94,True
68,2024-09-01,Belgium,Paid Ads,Enterprise,87,True
69,2024-03-21,Ecuador,Organic Search,Enterprise,30,True
70,2024-04-05,Malta,Organic Search,SMB,50,True
71,2024-07-25,British Virgin Islands,Organic Search,Enterprise,92,True
72,2024-05-06,Mayotte,Paid Ads,SMB,99,True
73,2024-02-11,Belize,Social Media,Mid Market,92,True
74,2024-09-24,Jordan,Partner,Enterprise,46,True
75,2024-12-08,Cameroon,Partner,SMB,70,True
76,2024-03-08,Venezuela,Partner,SMB,29,True
77,2024-01-05,Seychelles,Social Media,Mid Market,92,True
78,2024-02-21,Kyrgyz Republic,Organic Search,SMB,84,True
79,2024-05-15,Russian Federation,Referral,Enterprise,28,False
80,2024-05-05,Nauru,Partner,SMB,76,True
81,2024-10-05,Bermuda,Partner,Mid Market,87,True
82,2024-01-05,Seychelles,Paid Ads,SMB,33,True
83,2024-03-09,Ireland,Partner,SMB,33,True
84,2024-10-10,Canada,Referral,SMB,97,True
85,2024-04-17,Colombia,Partner,SMB,53,True
86,2024-09-15,Malaysia,Social Media,SMB,26,True
87,2024-02-17,Bouvet Island (Bouvetoya),Social Media,Mid Market,25,False
88,2024-01-02,Norway,Partner,Mid Market,53,True
89,2024-03-23,Moldova,Social Media,SMB,74,True
90,2024-10-14,Macao,Organic Search,SMB,39,True
91,2024-10-06,Tuvalu,Organic Search,Mid Market,94,True
92,2024-10-09,Malaysia,Referral,SMB,25,True
93,2024-06-06,Cote d'Ivoire,Partner,Mid Market,25,False
94,2024-07-02,Swaziland,Referral,Mid Market,33,True
95,2024-06-30,Kenya,Paid Ads,Mid Market,72,True
96,2024-11-13,Angola,Referral,Enterprise,50,True
97,2024-03-24,United States Minor Outlying Islands,Referral,Mid Market,23,True
98,2024-04-01,Costa Rica,Partner,Mid Market,72,True
99,2024-12-08,Monaco,Referral,SMB,33,False
100,2024-07-14,Bouvet Island (Bouvetoya),Organic Search,Mid Market,48,True
101,2024-04-12,Cote d'Ivoire,Social Media,SMB,49,True
102,2024-04-24,Chad,Organic Search,Mid Market,71,True
103,2024-06-17,Cayman Islands,Partner,Mid Market,55,False
104,2024-06-28,Sao Tome and Principe,Paid Ads,SMB,88,True
105,2024-06-18,Guinea-Bissau,Organic Search,SMB,53,False
106,2024-04-01,Slovakia (Slovak Republic),Paid Ads,Enterprise,53,True
107,2024-01-20,Kenya,Organic Search,SMB,64,True
108,2024-06-09,Barbados,Social Media,Mid Market,85,True
109,2024-02-29,United Kingdom,Social Media,Mid Market,44,True
110,2024-05-10,Botswana,Organic Search,Mid Market,20,False
111,2024-09-23,Sudan,Paid Ads,Mid Market,45,True
112,2024-07-05,Aruba,Social Media,SMB,62,True
113,2024-11-15,British Virgin Islands,Partner,Mid Market,35,True
114,2024-06-02,Russian Federation,Paid Ads,SMB,72,True
115,2024-06-16,Nepal,Social Media,Mid Market,90,True
116,2024-03-06,Romania,Referral,SMB,68,True
117,2024-12-12,Namibia,Referral,Mid Market,58,True
118,2024-07-26,Slovakia (Slovak Republic),Paid Ads,Mid Market,58,True
119,2024-05-26,Cyprus,Referral,SMB,94,True
120,2024-11-06,Mexico,Partner,SMB,76,False
121,2024-12-11,Guernsey,Referral,SMB,41,True
122,2024-12-03,Libyan Arab Jamahiriya,Organic Search,SMB,99,True
123,2024-06-20,Benin,Organic Search,Mid Market,50,True
124,2024-12-10,Spain,Partner,SMB,45,True
125,2024-03-16,Kenya,Organic Search,SMB,80,True
126,2024-11-08,Morocco,Organic Search,SMB,100,True
127,2024-10-21,Afghanistan,Referral,Mid Market,69,True
128,2024-09-10,Libyan Arab Jamahiriya,Social Media,SMB,20,False
129,2024-02-24,Martinique,Social Media,SMB,86,True
130,2024-08-25,Saint Martin,Organic Search,SMB,35,False
131,2024-08-21,Ghana,Referral,Mid Market,87,True
132,2024-10-13,Qatar,Paid Ads,SMB,76,True
133,2024-11-09,Ecuador,Paid Ads,SMB,90,True
134,2024-08-16,Zimbabwe,Referral,Mid Market,80,True
135,2024-08-18,Ghana,Partner,Mid Market,55,True
136,2024-09-23,Brunei Darussalam,Social Media,Mid Market,55,True
137,2024-08-13,Canada,Organic Search,Mid Market,50,False
138,2024-05-19,Tanzania,Partner,SMB,89,True
139,2024-02-11,Niue,Referral,SMB,69,True
140,2024-12-21,France,Referral,Mid Market,28,True
141,2024-07-31,Nigeria,Social Media,SMB,79,True
142,2024-07-31,Bolivia,Organic Search,SMB,73,True
143,2024-07-18,Wallis and Futuna,Paid Ads,Enterprise,22,True
144,2024-10-21,Marshall Islands,Social Media,SMB,65,True
145,2024-06-01,New Caledonia,Social Media,Mid Market,73,True
146,2024-10-02,Gambia,Paid Ads,Mid Market,48,True
147,2024-09-06,Malawi,Referral,SMB,82,True
148,2024-01-15,Denmark,Social Media,SMB,71,True
149,2024-03-25,Gambia,Social Media,Enterprise,99,True
150,2024-09-30,Norway,Organic Search,Enterprise,95,True
151,2024-10-15,British Indian Ocean Territory (Chagos Archipelago),Organic Search,SMB,74,True
152,2024-03-10,Guatemala,Social Media,SMB,53,True
153,2024-07-13,United Kingdom,Partner,SMB,61,True
154,2024-06-21,Ireland,Social Media,SMB,73,True
155,2024-05-09,Bermuda,Organic Search,SMB,89,True
156,2024-01-27,Palau,Partner,SMB,28,True
157,2024-11-29,Marshall Islands,Organic Search,Mid Market,51,True
158,2024-04-12,South Georgia and the South Sandwich Islands,Organic Search,Mid Market,50,True
159,2024-03-05,Palestinian Territory,Social Media,Mid Market,92,True
160,2024-04-21,French Polynesia,Social Media,Mid Market,67,True
161,2024-03-26,Malawi,Paid Ads,Mid Market,34,False
162,2024-03-24,North Macedonia,Partner,SMB,23,True
163,2024-06-08,Korea,Paid Ads,Mid Market,68,True
164,2024-07-22,United States Virgin Islands,Referral,SMB,100,True
165,2024-05-04,United Kingdom,Organic Search,Mid Market,58,True
166,2024-12-16,Jersey,Paid Ads,Mid Market,92,True
167,2024-01-22,Libyan Arab Jamahiriya,Partner,SMB,67,True
168,2024-02-05,Wallis and Futuna,Paid Ads,Mid Market,21,True
169,2024-08-03,Cocos (Keeling) Islands,Social Media,SMB,66,True
170,2024-11-21,Peru,Social Media,Mid Market,75,True
171,2024-03-31,Norway,Paid Ads,Enterprise,54,False
172,2024-11-11,Tonga,Paid Ads,Mid Market,79,True
173,2024-08-11,Azerbaijan,Paid Ads,SMB,51,True
174,2024-02-14,Brunei Darussalam,Partner,Mid Market,51,True
175,2024-08-25,Bosnia and Herzegovina,Paid Ads,Mid Market,68,False
176,2024-06-21,Czech Republic,Organic Search,SMB,61,True
177,2024-04-03,Slovenia,Social Media,SMB,53,True
178,2024-06-23,Cayman Islands,Partner,Mid Market,55,True
179,2024-10-11,Northern Mariana Islands,Organic Search,SMB,44,True
180,2024-02-13,Barbados,Referral,Mid Market,82,True
181,2024-10-11,United Kingdom,Referral,Mid Market,82,True
182,2024-08-17,Cuba,Organic Search,SMB,48,False
183,2024-07-26,Gibraltar,Referral,SMB,94,True
184,2024-07-07,Korea,Social Media,SMB,64,True
185,2024-08-05,Sudan,Paid Ads,SMB,78,True
186,2024-05-18,Faroe Islands,Partner,SMB,35,True
187,2024-04-08,Gabon,Partner,SMB,88,True
188,2024-12-19,Swaziland,Referral,SMB,81,True
189,2024-05-21,Ireland,Paid Ads,Enterprise,87,True
190,2024-11-01,Paraguay,Partner,Enterprise,44,True
191,2024-05-31,Romania,Referral,SMB,58,True
192,2024-01-08,Slovakia (Slovak Republic),Paid Ads,SMB,25,False
193,2024-01-28,Solomon Islands,Paid Ads,SMB,36,True
194,2024-11-22,Belize,Social Media,SMB,21,False
195,2024-10-20,Tajikistan,Partner,SMB,76,True
196,2024-06-23,New Zealand,Referral,Enterprise,52,True
197,2024-09-01,Costa Rica,Organic Search,Mid Market,71,True
198,2024-09-08,Cameroon,Organic Search,SMB,26,False
199,2024-03-18,Bahrain,Referral,Mid Market,58,True
200,2024-02-13,Niue,Referral,SMB,73,True
201,2024-11-06,Kenya,Paid Ads,Mid Market,48,True
202,2024-09-24,Latvia,Social Media,SMB,76,True
203,2024-06-01,El Salvador,Paid Ads,Enterprise,59,True
204,2024-10-18,Netherlands Antilles,Paid Ads,SMB,32,True
205,2024-04-16,Hong Kong,Referral,SMB,30,False
206,2024-03-21,Estonia,Referral,SMB,29,True
207,2024-03-21,Montenegro,Organic Search,SMB,96,True
208,2024-08-28,Romania,Partner,SMB,56,True
209,2024-12-27,Northern Mariana Islands,Partner,Mid Market,78,True
210,2024-02-06,United Arab Emirates,Referral,Enterprise,100,True
211,2024-10-28,Switzerland,Referral,SMB,89,True
212,2024-04-25,Isle of Man,Referral,Enterprise,38,True
213,2024-02-06,Kiribati,Organic Search,SMB,59,True
214,2024-10-31,Wallis and Futuna,Paid Ads,Enterprise,76,True
215,2024-03-04,Puerto Rico,Social Media,Mid Market,71,True
216,2024-05-19,Cocos (Keeling) Islands,Paid Ads,SMB,76,True
217,2024-02-11,Brazil,Paid Ads,SMB,75,False
218,2024-06-14,Czech Republic,Paid Ads,SMB,31,False
219,2024-04-27,Congo,Paid Ads,SMB,22,False
220,2024-12-10,Kiribati,Partner,SMB,42,True
221,2024-08-28,Palau,Paid Ads,Mid Market,55,True
222,2024-04-02,Cocos (Keeling) Islands,Paid Ads,SMB,82,False
223,2024-02-16,Samoa,Social Media,SMB,62,True
224,2024-06-13,France,Organic Search,Mid Market,62,True
225,2024-07-29,Saint Pierre and Miquelon,Social Media,SMB,71,True
226,2024-10-08,Ghana,Organic Search,SMB,60,True
227,2024-05-09,Cocos (Keeling) Islands,Partner,SMB,71,True
228,2024-09-20,Papua New Guinea,Organic Search,Mid Market,89,True
229,2024-08-24,Iran,Social Media,SMB,86,True
230,2024-07-04,Switzerland,Paid Ads,Mid Market,100,True
231,2024-08-14,China,Organic Search,SMB,90,True
232,2024-03-08,British Virgin Islands,Partner,SMB,82,True
233,2024-03-03,Estonia,Organic Search,Enterprise,97,False
234,2024-05-02,British Virgin Islands,Referral,SMB,21,False
235,2024-10-09,Czech Republic,Social Media,SMB,34,True
236,2024-08-24,Martinique,Organic Search,Mid Market,39,True
237,2024-09-12,Nauru,Partner,SMB,54,True
238,2024-07-31,Azerbaijan,Social Media,Enterprise,51,True
239,2024-08-21,Russian Federation,Paid Ads,SMB,44,True
240,2024-11-02,El Salvador,Paid Ads,Mid Market,37,True
241,2024-02-05,Finland,Partner,Mid Market,73,True
242,2024-06-23,Congo,Paid Ads,SMB,20,False
243,2024-05-24,Tokelau,Partner,Mid Market,94,True
244,2024-12-03,Malaysia,Social Media,Mid Market,77,True
245,2024-10-02,Greece,Social Media,SMB,90,True
246,2024-10-05,Afghanistan,Social Media,SMB,61,True
247,2024-04-06,Turkey,Referral,SMB,49,True
248,2024-07-29,Qatar,Organic Search,SMB,80,True
249,2024-12-27,Netherlands,Social Media,SMB,39,True
250,2024-09-10,Singapore,Organic Search,SMB,95,True
251,2024-06-18,United States Minor Outlying Islands,Organic Search,Mid Market,76,True
252,2024-02-21,Croatia,Paid Ads,Enterprise,21,True
253,2024-03-14,Jamaica,Social Media,Mid Market,39,True
254,2024-02-08,Central African Republic,Social Media,Mid Market,53,True
255,2024-06-22,Cocos (Keeling) Islands,Paid Ads,Mid Market,30,True
256,2024-06-17,Australia,Paid Ads,SMB,60,True
257,2024-11-16,Israel,Social Media,Mid Market,24,False
258,2024-11-12,Botswana,Organic Search,SMB,56,True
259,2024-04-26,New Caledonia,Organic Search,SMB,32,True
260,2024-11-20,Antigua and Barbuda,Organic Search,SMB,58,True
261,2024-01-15,British Virgin Islands,Organic Search,SMB,27,False
262,2024-05-30,Nepal,Partner,SMB,38,True
263,2024-05-05,Lebanon,Paid Ads,SMB,43,True
264,2024-03-28,Jordan,Referral,SMB,68,False
265,2024-11-13,Bouvet Island (Bouvetoya),Referral,SMB,94,True
266,2024-03-14,Tuvalu,Referral,SMB,52,True
267,2024-08-23,Faroe Islands,Partner,Mid Market,79,True
268,2024-05-27,Bolivia,Paid Ads,SMB,76,True
269,2024-06-25,Tajikistan,Paid Ads,SMB,74,True
270,2024-12-19,Rwanda,Partner,SMB,58,True
271,2024-04-11,Barbados,Social Media,Mid Market,33,True
272,2024-05-01,Mali,Social Media,SMB,93,True
273,2024-05-31,Morocco,Partner,SMB,70,True
274,2024-05-20,Cocos (Keeling) Islands,Organic Search,SMB,26,False
275,2024-11-06,Paraguay,Social Media,Mid Market,56,True
276,2024-04-27,Lithuania,Paid Ads,Mid Market,48,True
277,2024-11-21,Taiwan,Referral,Mid Market,37,True
278,2024-11-17,United States of America,Organic Search,Enterprise,25,True
279,2024-06-07,Bolivia,Social Media,SMB,66,True
280,2024-03-08,Cyprus,Organic Search,Enterprise,61,True
281,2024-07-31,Comoros,Referral,SMB,89,False
282,2024-07-06,Morocco,Paid Ads,SMB,54,True
283,2024-03-25,Afghanistan,Partner,Enterprise,81,True
284,2024-05-31,Liechtenstein,Partner,Mid Market,79,False
285,2024-02-08,Cocos (Keeling) Islands,Referral,Mid Market,48,True
286,2024-12-12,Argentina,Social Media,Enterprise,91,True
287,2024-07-06,Myanmar,Organic Search,Mid Market,21,True
288,2024-05-15,San Marino,Paid Ads,SMB,67,True
289,2024-12-10,Cocos (Keeling) Islands,Partner,SMB,67,True
290,2024-02-25,Christmas Island,Referral,SMB,99,True
291,2024-10-14,Norfolk Island,Partner,Enterprise,48,True
292,2024-11-27,New Caledonia,Organic Search,Mid Market,79,True
293,2024-12-24,Costa Rica,Partner,Mid Market,34,True
294,2024-03-12,Lebanon,Organic Search,Enterprise,58,False
295,2024-09-09,China,Organic Search,SMB,88,True
296,2024-03-10,Korea,Social Media,SMB,89,True
297,2024-08-02,Kiribati,Paid Ads,Mid Market,39,False
298,2024-07-31,Bolivia,Organic Search,Mid Market,98,True
299,2024-07-27,Cayman Islands,Partner,SMB,67,True
300,2024-04-21,Lithuania,Social Media,SMB,50,True
301,2024-07-04,Solomon Islands,Organic Search,Enterprise,67,True
302,2024-10-05,New Caledonia,Partner,SMB,55,True
303,2024-04-07,Chile,Organic Search,Enterprise,78,True
304,2024-02-16,Bermuda,Referral,Mid Market,96,True
305,2024-01-11,United States of America,Organic Search,Mid Market,51,True
306,2024-03-05,Sierra Leone,Paid Ads,SMB,90,True
307,2024-04-16,Uzbekistan,Paid Ads,SMB,49,True
308,2024-06-17,Lao People's Democratic Republic,Referral,Mid Market,96,True
309,2024-01-02,Rwanda,Partner,Mid Market,38,True
310,2024-03-07,Cuba,Paid Ads,SMB,42,True
311,2024-02-26,Liberia,Organic Search,SMB,65,True
312,2024-05-01,United States of America,Paid Ads,SMB,42,True
313,2024-05-15,Haiti,Organic Search,SMB,73,True
314,2024-09-26,Seychelles,Organic Search,Mid Market,80,False
315,2024-08-17,Czech Republic,Partner,SMB,33,True
316,2024-08-19,Gambia,Paid Ads,SMB,98,True
317,2024-01-23,Ethiopia,Paid Ads,SMB,23,True
318,2024-02-01,Hong Kong,Social Media,Mid Market,74,True
319,2024-12-17,Guatemala,Organic Search,SMB,76,False
320,2024-02-07,Bulgaria,Organic Search,SMB,38,False
321,2024-02-03,Palau,Referral,SMB,94,True
322,2024-10-07,Antarctica (the territory South of 60 deg S),Partner,SMB,96,True
323,2024-09-28,Sao Tome and Principe,Partner,SMB,97,True
324,2024-08-08,Sweden,Organic Search,Mid Market,34,True
325,2024-12-01,Brunei Darussalam,Paid Ads,Mid Market,47,True
326,2024-08-08,Turkey,Social Media,Mid Market,72,True
327,2024-06-22,Japan,Social Media,SMB,32,True
328,2024-06-09,Armenia,Social Media,SMB,52,True
329,2024-07-10,Australia,Referral,Mid Market,80,True
330,2024-02-04,Mexico,Organic Search,Mid Market,31,True
331,2024-08-09,Peru,Organic Search,Mid Market,67,True
332,2024-03-07,Cameroon,Paid Ads,SMB,91,True
333,2024-10-14,Indonesia,Partner,Mid Market,72,True
334,2024-06-30,Madagascar,Social Media,Mid Market,26,False
335,2024-05-27,Jordan,Paid Ads,SMB,33,True
336,2024-10-22,Reunion,Paid Ads,SMB,81,True
337,2024-04-24,Palestinian Territory,Organic Search,SMB,91,True
338,2024-07-07,Israel,Organic Search,Mid Market,93,True
339,2024-04-25,French Polynesia,Social Media,Mid Market,99,True
340,2024-11-10,Slovakia (Slovak Republic),Paid Ads,SMB,54,True
341,2024-01-15,Cameroon,Referral,SMB,59,True
342,2024-06-22,British Virgin Islands,Partner,SMB,38,True
343,2024-10-16,Christmas Island,Social Media,SMB,23,True
344,2024-02-16,Germany,Paid Ads,SMB,73,False
345,2024-08-20,Ecuador,Partner,SMB,59,True
346,2024-06-15,Peru,Paid Ads,SMB,26,False
347,2024-03-20,Eritrea,Referral,Mid Market,26,True
348,2024-12-11,Denmark,Organic Search,SMB,74,True
349,2024-09-05,Mali,Paid Ads,SMB,54,True
350,2024-04-20,Cameroon,Paid Ads,SMB,75,True
351,2024-02-26,Nepal,Partner,Mid Market,95,True
352,2024-09-06,Hungary,Paid Ads,Mid Market,25,True
353,2024-04-22,Iran,Social Media,Enterprise,27,True
354,2024-01-04,Bangladesh,Referral,SMB,47,True
355,2024-03-11,British Virgin Islands,Partner,SMB,35,False
356,2024-01-04,Romania,Social Media,Mid Market,42,False
357,2024-03-07,Panama,Social Media,SMB,49,False
358,2024-09-13,South Georgia and the South Sandwich Islands,Paid Ads,Mid Market,65,True
359,2024-02-06,Chad,Social Media,Mid Market,25,False
360,2024-08-11,Saint Pierre and Miquelon,Organic Search,SMB,29,True
361,2024-06-09,Seychelles,Paid Ads,SMB,71,True
362,2024-12-29,Saint Barthelemy,Social Media,SMB,71,True
363,2024-01-11,Palau,Partner,SMB,99,True
364,2024-08-23,Albania,Partner,SMB,33,True
365,2024-05-04,Turkmenistan,Social Media,SMB,87,True
366,2024-02-10,Montenegro,Social Media,Mid Market,63,True
367,2024-04-23,Saint Vincent and the Grenadines,Partner,Mid Market,29,False
368,2024-09-18,Antarctica (the territory South of 60 deg S),Organic Search,SMB,44,True
369,2024-06-27,Puerto Rico,Partner,Mid Market,38,True
370,2024-04-30,South Georgia and the South Sandwich Islands,Organic Search,SMB,45,True
371,2024-03-29,Bangladesh,Paid Ads,SMB,29,True
372,2024-03-31,Turks and Caicos Islands,Social Media,SMB,92,True
373,2024-10-23,Yemen,Social Media,Mid Market,92,True
374,2024-11-25,Ireland,Paid Ads,SMB,100,False
375,2024-06-10,Greenland,Referral,SMB,80,True
376,2024-08-14,Jamaica,Partner,Mid Market,95,True
377,2024-01-29,Malawi,Partner,SMB,59,True
378,2024-08-24,Burkina Faso,Social Media,SMB,67,False
379,2024-05-26,Austria,Organic Search,Mid Market,31,True
380,2024-11-10,Turkmenistan,Paid Ads,SMB,79,True
381,2024-10-24,Kenya,Paid Ads,Enterprise,25,False
382,2024-08-18,Congo,Paid Ads,Mid Market,61,True
383,2024-11-05,Zimbabwe,Social Media,SMB,27,True
384,2024-08-18,United States of America,Organic Search,Mid Market,63,False
385,2024-12-31,Tokelau,Organic Search,SMB,42,True
386,2024-01-21,China,Referral,Mid Market,76,True
387,2024-09-25,Equatorial Guinea,Paid Ads,Mid Market,66,True
388,2024-07-09,Spain,Partner,SMB,63,True
389,2024-12-13,French Southern Territories,Paid Ads,SMB,100,True
390,2024-11-27,Christmas Island,Partner,SMB,32,False
391,2024-10-12,Denmark,Social Media,SMB,97,True
392,2024-03-17,Micronesia,Partner,SMB,38,True
393,2024-06-28,Tajikistan,Partner,Enterprise,70,True
394,2024-03-07,Ecuador,Paid Ads,Mid Market,30,True
395,2024-06-07,United States of America,Paid Ads,SMB,62,True
396,2024-03-06,Ukraine,Paid Ads,SMB,74,True
397,2024-09-17,New Caledonia,Partner,SMB,59,True
398,2024-04-02,Belgium,Referral,SMB,82,True
399,2024-04-08,Slovakia (Slovak Republic),Referral,Enterprise,39,False
400,2024-02-09,Spain,Partner,Mid Market,32,True
401,2024-09-16,Sudan,Paid Ads,Mid Market,87,True
402,2024-01-20,Pitcairn Islands,Partner,Mid Market,99,True
403,2024-03-08,Tanzania,Paid Ads,SMB,40,True
404,2024-04-02,Gibraltar,Paid Ads,Mid Market,41,True
405,2024-08-12,Comoros,Organic Search,SMB,50,True
406,2024-08-15,Bhutan,Paid Ads,SMB,77,False
407,2024-04-29,Bahrain,Paid Ads,SMB,80,True
408,2024-04-09,Ethiopia,Partner,Mid Market,93,True
409,2024-08-13,Faroe Islands,Social Media,Mid Market,68,True
410,2024-09-14,Saint Vincent and the Grenadines,Paid Ads,SMB,40,True
411,2024-04-12,Japan,Paid Ads,SMB,52,True
412,2024-01-27,Saint Vincent and the Grenadines,Social Media,Mid Market,90,True
413,2024-02-22,Pitcairn Islands,Paid Ads,Mid Market,56,True
414,2024-02-12,Norfolk Island,Referral,SMB,85,True
415,2024-03-16,Albania,Social Media,SMB,48,True
416,2024-08-18,Belgium,Partner,Enterprise,73,False
417,2024-01-28,Poland,Social Media,SMB,50,True
418,2024-07-16,Antarctica (the territory South of 60 deg S),Organic Search,SMB,23,False
419,2024-06-12,Mauritania,Organic Search,Mid Market,62,True
420,2024-03-15,Honduras,Referral,SMB,80,True
421,2024-12-22,Switzerland,Referral,Mid Market,80,True
422,2024-08-17,Sudan,Paid Ads,SMB,30,True
423,2024-01-10,Rwanda,Partner,SMB,39,False
424,2024-10-07,Sao Tome and Principe,Paid Ads,SMB,34,True
425,2024-05-27,French Southern Territories,Referral,SMB,26,True
426,2024-05-02,Reunion,Social Media,Mid Market,99,True
427,2024-08-22,Heard Island and McDonald Islands,Organic Search,SMB,83,True
428,2024-11-01,Togo,Paid Ads,SMB,85,True
429,2024-10-21,Maldives,Referral,Mid Market,57,True
430,2024-08-07,Tajikistan,Organic Search,Mid Market,50,True
431,2024-10-19,Yemen,Social Media,SMB,30,True
432,2024-09-25,Chile,Partner,SMB,87,True
433,2024-10-05,Wallis and Futuna,Paid Ads,Mid Market,84,True
434,2024-10-10,Yemen,Organic Search,SMB,80,True
435,2024-01-23,Niger,Social Media,Enterprise,52,False
436,2024-01-09,Romania,Partner,Mid Market,64,True
437,2024-05-03,Somalia,Organic Search,Mid Market,62,True
438,2024-03-09,Guam,Organic Search,SMB,63,True
439,2024-11-25,American Samoa,Referral,Mid Market,79,True
440,2024-12-22,Haiti,Social Media,Mid Market,37,True
441,2024-02-02,Bahamas,Social Media,SMB,45,True
442,2024-01-23,Israel,Referral,Mid Market,60,True
443,2024-06-07,Lao People's Democratic Republic,Paid Ads,SMB,89,True
444,2024-08-30,Saint Vincent and the Grenadines,Partner,SMB,44,True
445,2024-05-26,Zambia,Partner,Mid Market,26,True
446,2024-12-01,Azerbaijan,Partner,SMB,67,True
447,2024-08-11,Gibraltar,Social Media,Mid Market,69,True
448,2024-06-22,Guyana,Referral,SMB,83,True
449,2024-07-07,Faroe Islands,Paid Ads,SMB,30,True
450,2024-08-05,Iraq,Organic Search,SMB,43,True
451,2024-10-06,Tokelau,Partner,SMB,30,False
452,2024-06-16,Grenada,Partner,SMB,97,True
453,2024-08-06,Timor-Leste,Referral,Mid Market,64,True
454,2024-08-16,Congo,Organic Search,Mid Market,65,True
455,2024-11-10,Bolivia,Social Media,SMB,27,True
456,2024-02-08,Suriname,Social Media,SMB,40,False
457,2024-01-16,Andorra,Referral,Mid Market,76,True
458,2024-01-18,Turkmenistan,Referral,SMB,66,True
459,2024-07-04,Slovakia (Slovak Republic),Social Media,Enterprise,24,False
460,2024-11-05,Andorra,Referral,Mid Market,67,True
461,2024-07-09,Albania,Social Media,Mid Market,93,True
462,2024-03-11,American Samoa,Paid Ads,SMB,60,True
463,2024-11-28,Lesotho,Partner,SMB,34,True
464,2024-01-14,Svalbard & Jan Mayen Islands,Referral,SMB,69,False
